ID,Name,Country,Political_group,Party,Institution,Previous_position,New_position,category_new_position,category_bar,brussel_lobbying,total_activities,Link_source,Link_profile,on_JTR,Link_picture,Comments,group2,Description,Paid_unpaid,Answers,Certified,Date of Commission authorisation,Based on advice from Ad hoc Ethical Committee?,Link to authorisation in College of Commissioners' minutes,"Link to Commission authorisation documents, released under freedom of information rules. Click on the links to read the documents",Link Transparency register,Number of activities 
23792,Michal Tomasz Kaminski,Poland,ECR,Law and Justice / Poland Comes First,European parliament,MEP,Partner at Prism Group,Private Sector,Consultancy,yes ,1,https://corporateeurope.org/revolvingdoorwatch/cases/micha-kami-ski,,No,,,,,,,Raphael,,,,,,
72776,Michel Barnier,France,EPP,Union for a Popular Movement,European parliament,MEP,Brexit advisor to President Juncker,Public Sector,Public Sector,no,1,,,No,,,UMP,,,,TI-FR,,,,,,
96860,Michèle Striffler,France,EPP,Modern Left,European parliament,MEP,National secretary of the UDI; Delegate for Animal welfare in Mulhouse,Public Sector,Political party,no,2,http://www.mulhouse.fr/fr/En-Avant-Mulhouse/michele-striffler.html?highlight=sud,,No,,,,,,,TI-FR,,,,,,
4346,Miguel Angel Martínez Martínez,Spain,S&D,Socialist Workers' Party,European parliament,MEP,Retired,Other,Retired / Deceased,no,1,https://es.wikipedia.org/wiki/Miguel_%C3%81ngel_Mart%C3%ADnez_Mart%C3%ADnez,,No,,,PSOE,,,,Raphael,,,,,,
28406,Miguel Portas,Portugal,GUE/NGL,Left Bloc,European parliament,MEP,Deceased in April 2012,Other,Retired / Deceased,no,1,https://pt.wikipedia.org/wiki/Miguel_Portas,,No,,,BE,,,,Raphael,,,,,,
109649,Mikael Gustafsson,Sweden,GUE/NGL,Left Party,European parliament,MEP,No information available,Unknown,Unknown,Unknown,1,,,No,,,V,Confirm,,,Raphael,,,,,,
28506,Mike Nattrass,United Kingdom,NI,An Independence from Europe,European parliament,MEP,Fellow at the Royal Institution of Chartered Surveyors; Director of Natrass Booth Commercial (real estate);,Private Sector,Company and Group,no,2,https://goo.gl/sWvWNZ,,Yes,,,,,,,Raphael,,,,,,
28324,Milan Cabrnoch,Czech Republic,ECR,Civic Democratic Party,European parliament,MEP,Pediatrician; Independent consultant in health and social services; Deputy Chairman of the Civic Democratic Party,Private Sector,Consultancy,no,2,https://goo.gl/86Hb9Q,,No,,,,"Check. I would make this ""potential""",,The eHealth forum is only targeting the Czech government -- not BXL focussed lobbying ,Raphael,,,,,,
113597,Minodora Cliveti,Romania,S&D,Social Democratic Party,European parliament,MEP,Lawyer,Private Sector,Law firm,no,1,https://ro.wikipedia.org/wiki/Minodora_Cliveti,,No,,,PSD,,,,Raphael,,,,,,
23705,Miroslav Ouzký,Czech Republic,ECR,Civic Democratic Party,European parliament,MEP,Expert at  ARC - MED . R. O (Private Health clinic) ,Private Sector,Company and Group,no,1,https://www.linkedin.com/in/miroslav-ouzk%C3%BD-9b677249,,No,,,,,,,Raphael,,,,,,
96686,Mitro Repo,Finland,S&D,Social Democratic Party,European parliament,MEP,"Reverend father for the orthodox church of finland; Self-employed Trainer, speaker, lecturer",Other,Religious community,no,2,https://www.linkedin.com/in/mitrorepo,,No,,,,,,,Raphael,,,,,,
23413,Mojca Kleva Kekuš,Slovenia,S&D,Social Democrats,European parliament,MEP,No information availble; Claims to be an expert in EU decision-making,Unknown,Unknown,Unknown,1,https://goo.gl/Dzhmxc,,No,,,SD,What exactly is she doing? Where is she experting?,,No further info provided  on Linkedin. Is still active within the S and D group,TI-SI,,,,,,
116663,Monika Panayotova,Bulgaria,EPP,Citizens for European Development of Bulgaria,European parliament,MEP,"General Manager of Inno Advisers Ltd; Member of the Advisory board of the Bulgarian Memory Foundation; Manager of ""Europe"" programme of the Sofia Defence Forum",Private Sector,Consultancy,yes ,3,https://www.linkedin.com/in/monika-panayotova-phd-113a00a2,,No,,,,,,,TI-BG,,,,,,
96861,Nadezhda Neynsky,Bulgaria,EPP,Blue coalition,European parliament,MEP,Boardmember of SME Europe; Ambassador in Turkey; ,Private Sector,Business association,no,2,https://en.wikipedia.org/wiki/Nadezhda_Neynsky,,Yes,,,,Check,,,Raphael,,,,,,
96872,Nadja Hirsch,Germany,ALDE,Free Democratic Party,European parliament,MEP,Pres officer at Verlagsgruppe Handelsblatt; Head of Communications at Raisin GmbH,Private Sector,Company and Group,no,1,https://www.linkedin.com/in/nadjahirsch/en,,Yes,,,,,,,TI-DE,,,,,,
97229,Niccolò Rinaldi,Italy,ALDE,Italy of Values,European parliament,MEP,Writer,Private Sector,Self-employed,Unknown,1,https://it.wikipedia.org/wiki/Niccol%C3%B2_Rinaldi,,No,,,,,,,Raphael,,,,,,
96751,Nick Griffin,United Kingdom,NI,British National Party,European parliament,MEP,Head of British Unity (political party),Public Sector,Political party,no,1,https://britishunity2020.com/who-we-are/,,No,,,BNP,,,,Raphael,,,,,,
96737,Nicole Kiil-Nielsen,France,Greens/EFA,Europe Ecology,European parliament,MEP,No information available,Unknown,Unknown,Unknown,1,,,No,,,,,,,TI-FR,,,,,,
96960,Nicole Sinclaire,United Kingdom,NI,We Demand a Referendum,European parliament,MEP,No information available; Currently under investigation for mispending EU funds,Unknown,Unknown,Unknown,1,http://www.bbc.com/news/uk-england-36762323,,No,,,,TI UK: not in prison,,Indeed. Has been cleared of the allegations ,Raphael,,,,,,
96660,Niki Tzavela,Greece,EFDD,Popular Orthodox Rally,European parliament,MEP,Member of the Board of directors of the Arab International Women's Forum; Member of the parliamentarians Network for conflict prevention,NGO,NGO,no,2,http://www.aiwfonline.com/AboutUs/BoardOfDirectors.aspx,,No,,,,,,,Raphael ,,,,,,
112760,Nikola Vuljanic,Croatia,GUE/NGL,Croatian Workers Party,European parliament,MEP,No information available,Unknown,Unknown,Unknown,1,https://en.wikipedia.org/wiki/Nikola_Vuljani%C4%87,,No,,,,Probably retired,,,Raphael,,,,,,
99416,Nikolaos Salavrakos,Greece,EFDD,popular Orthodox Rally,European parliament,MEP,Retired,Other,Retired / Deceased,no,1,https://goo.gl/LxDw9o,,No,,,LAOS,,,,Raphael,,,,,,
111823,Nikos Chrysogelos,Greece,Greens/EFA,Ecologist Greens,European parliament,MEP,Head of the Winds of Renewal social entreprise,NGO,NGO,no,1,http://www.annalindhfoundation.org/members/anemos-ananeosis-wind-renewal,,No,,,,Mostly implementing projects for refugees in Greece,,,Raphael,,,,,,
96947,Nora Berra,France,EPP,Union for a Popular Movement,European parliament,MEP,Municipal councillor of Lyon; Official candidate for the 2017 legislative elections,Public Sector,Elected office,no,1,https://fr.wikipedia.org/wiki/Nora_Berra,,No,,,UMP,,,,Raphael,,,,,,
1902,Norbert Glante,Germany,S&D,Social Democratic Party,European parliament,MEP,Partner at PKS Kommunikations- und Strategieberatung GmbH,Private Sector,Consultancy,yes ,1,https://www.linkedin.com/in/norbert-glante-a99835a3,,No,,,,Recheck how much focus on EU lobbying or just German lobbying?,,"According to his linkedin explanation this org supports business in their public relation strategies at the German Federal, Lander and Municipal level as wel at the EU. Seems more focussed on Germany but he mentions himself the EU.",Raphael ,,,,,,
96974,Nuno Teixeira,Portugal,EPP,Social Democratic Party,European parliament,MEP,No information available,Unknown,Unknown,Unknown,1,,,No,,,,Confirm,,,Raphael,,,,,,
28323,Oldrich Vlasák,Czech Republic,ECR,Civic Democratic Party,European parliament,MEP,Councillor for the Kralove region; Municipal councillor for the town of Hrqdjec Kralove ,Public Sector,Elected office,no,2,https://cs.wikipedia.org/wiki/Ivo_Strej%C4%8Dek,,No,,,,,,,Raphael,,,,,,
119440,Oleg Valjalo,Croatia,S&D,Social Democratic Party,European parliament,MEP,Board member of Hrvatska Lutrija (Online Gambling website),Private Sector,Company and Group,no,1,https://goo.gl/cQND4c,,No,,,,,,,Raphael,,,,,,
4274,Olle Schmidt,Sweden,ALDE,Liberal People's Party,European parliament,MEP,Senior Consultant at Hume Brophy,Private Sector,Consultancy,yes ,1,https://corporateeurope.org/revolvingdoorwatch/cases/olle-schmidt,,Yes,,,,,,,Raphael,,,,,,
97196,Oreste Rossi,Italy,EFDD,North League,European parliament,MEP,No information available,Unknown,Unknown,Unknown,1,,,No,,,LN,,,,Raphael,,,,,,
96708,Oriol Junqueras Vies,Spain,Greens/EFA,Republican Left of Catalonia,European parliament,MEP,Vice-President of the Catalan Government,Public Sector,Elected office,no,1,http://www.govern.cat/pres_gov/AppJava/govern/govern/consell-executiu/84/oriol-junqueras-vies.html?mode=static,,No,,,,,,,Raphael,,,,,,
33991,Ovidiu Ioan Silaghi,Romania,ALDE,National Liberal Party,European parliament,MEP,Member of the Romanian parliament,Public Sector,Elected office,no,1,http://www.cdep.ro/pls/parlam/structura.mp?idm=290&leg=2012&cam=2,,No,,,PNL,,,,Raphael,,,,,,
96808,Pablo Arias Echeverría,Spain,EPP,People's Party,European parliament,MEP,Member of the administrative council of Telemadrid,Public Sector,Public Sector,no,1,http://transparencia.telemadrid.es/documentos/CONSEJO.Democratic Partyf,,No,,,PP,,,,Raphael,,,,,,
28133,Pál Schmitt,Hungary,EPP,Fidesz–Hungarian Civic Union,European parliament,MEP,Honorary President of the Hungarian Olympic Committee; ,Public Sector,Public Sector,no,1,https://en.wikipedia.org/wiki/P%C3%A1l_Schmitt,,No,,,,,,,TI-HU,,,,,,
21818,Paolo Bartolozzi,Italy,EPP,Forza italia ,European parliament,MEP,Retired ,Other,Retired / Deceased,no,1,http://www.lanazione.it/cronaca/difesa-vitalizio-consiglieri-regionali-toscana-1.2622701,,No,,,,Article states that he is retired,,,Raphael,,,,,,
96711,Pascal Canfin,France,Greens/EFA,Europe Ecology,European parliament,MEP,Head of the French section of WWF; Senior Advisor on Climate at World Resources Institute (WRI) until December 2015,NGO,NGO,no,1,,,Yes,,,,,,https://fr.wikipedia.org/wiki/Pascal_Canfin,Raphael,,,,,,
96983,Pascale Gruny,France,EPP,Union for a Popular Movement,European parliament,MEP,Senator;. Vice-President of the Aisne Council; Director of Human Ressources and General finances at TUPPIN Group,Public Sector,Elected office,no,3,https://www.linkedin.com/in/pascale-gruny-b1929649,,No,,,UMP,,,,TI-FR,,,,,,
2125,Pat The Cope Gallagher,Ireland,ALDE,Fianna Fáil,European parliament,MEP,Member of the Irish parliament ,Public Sector,Elected office,no,1,https://goo.gl/NxZlc4,,No,,,,,,,Raphael,,,,,,
97026,Patrice Tirolien,France,S&D,Socialist Party,European parliament,MEP,Retired,Other,Retired / Deceased,no,1,https://fr.wikipedia.org/wiki/Patrice_Tirolien,,No,,,PS,,,,Raphael,,,,,,
115868,Patricia Van Der Kammen,Netherlands,NI,Party for Freedom,European parliament,MEP,Controller at the Tilburg University for Library and IT services; Member of the Noord Brabant regional assembly; ,Academia,University,no,2,https://www.linkedin.com/in/patricia-van-der-kammen-29334aa,,Yes,,,PVV,,,,Raphael,,,,,,
97344,Paul Murphy,Ireland,GUE/NGL,Socialist Party,European parliament,MEP,Member of the Irish parliament,Public Sector,Elected office,no,1,https://goo.gl/9Av3Z0,,No,,,,,,,Raphael,,,,,,
96793,Pawel Robert Kowal,Poland,ECR,Law and Justice / Poland Comes First,European parliament,MEP,Head of the national council of the Poland Comes First party,Public Sector,Political party,no,1,http://polskarazem.pl/wladze-krajowe/,,No,,,,,,,Raphael,,,,,,
96777,Pawel Zalewski,Poland,EPP,Civic Platform,European parliament,MEP,Board Member of the Instytut Obywatelski (research and policy institute of the Civic Platform),Academia,University,no,1,https://pl.wikipedia.org/wiki/Pawe%C5%82_Zalewski,,No,,,,Check this. Media?,,,Raphael,,,,,,
2081,Peter Skinner,United Kingdom,S&D,Labour Party,European parliament,MEP,Sentenced to 4 years of imprisonment in April 2016 of falsely claiming MEP expenses,Other,Prison,no,1,https://corporateeurope.org/revolvingdoorwatch/cases/peter-skinner,,No,,,,Expenses scandal conviction,,http://www.bbc.com/news/uk-england-sussex-36167299,Raphael,,,,,,
28170,Peter Štastný,Slovakia,EPP,Democratic and Christian Union–Democratic Party,European parliament,MEP,Member of the Advisory Board of the Nanovic Institute for European Studies. ,Academia,University,no,1,http://nanovic.nd.edu/about/people/advisory-board/peter-stastny/,,No,,,,,,,Raphael,,,,,,
96823,Petru Constantin Luhan,Romania,EPP,Democratic Liberal Party,European parliament,MEP,Managing director of Fonduri Europene,Private Sector,Consultancy,yes ,1,https://goo.gl/7HUYVl,,No,,,,Consultancy specifically geared towards obtaining EU funding ,,,Raphael,,,,,,
112014,Phil Bennion,United Kingdom,ALDE,Liberal Democrats,European parliament,MEP,"Chairman of the British group of ""liberal international""; Farmer ",Public Sector,Political party,no,1,http://www.liberal-international.org/site/Committee_and_Working_Groups.html,,No,,,LibDem,Lobbying or not ? Probably political party,,https://www.linkedin.com/in/phil-bennion-2a15ab4,Raphael,,,,,,
107386,Phil Prendergast,Ireland,S&D,Socialist Workers' Party,European parliament,MEP,Self-employed at Clonmel healthcare ,Private Sector,Self-employed,no,1,https://goo.gl/tliqMk,,No,,,PSOE,,,,Raphael,,,,,,
24030,Philip Claeys,Belgium,NI,Flemish Interest,European parliament,MEP,Vice-President of the Vlaams Belang party ,Public Sector,Political party,no,1,http://www.vlaamsbelang.org/partijbestuur/,,No,,,,No furthe info available ,,,Raphael,,,,,,
105624,Philippe Boulland,France,EPP,Union for a Popular Movement,European parliament,MEP,Doctor,Private Sector,Self-employed,no,1,http://www.leparisien.fr/espace-premium/oise-60/cabinet-medical-menace-le-medecin-denonce-l-inaction-de-la-mairie-13-10-2016-6200046.php,,No,,,UMP,,,,Raphael,,,,,,
2212,Philippe De Villiers,France,EFDD,Movement for france,European parliament,MEP,President of the Movement for France,Public Sector,Political party,no,1,https://fr.wikipedia.org/wiki/Philippe_de_Villiers,,No,,,,,,,Raphael,,,,,,
97228,Pino Arlacchi,Italy,ALDE,Democratic Party,European parliament,MEP,International affairs advisor for Itinera; Professor and writer,Private Sector,Company and Group,no,2,http://www.open-iran.com/view/EN/20416.aspx,,No,,,,,,,Raphael,,,,,,
96799,Piotr Borys,Poland,EPP,Civic Platform,European parliament,MEP,Director of the office of preparation of investments at PKP (Polish national railways),Public Sector,Company and Group,no,1,http://www.plk-sa.pl/kontakt/centrala-spolki/,,Yes,,,,Works for the national railcompany,,,Raphael,,,,,,
96889,Potito Salatto,Italy,EPP,Future and Freedom,European parliament,MEP,Deceased,Other,Retired / Deceased,no,1,https://it.wikipedia.org/wiki/Potito_Salatto,,No,,,FLI,,,,Raphael,,,,,,
116816,Preslav Borissov,Bulgaria,EPP,Citizens for European Development of Bulgaria,European parliament,MEP,No information available,Unknown,Unknown,Unknown,1,,,No,,,,No link found,,,TI-BG,,,,,,
1289,Proinsias De Rossa,Ireland,S&D,Labour Party,European parliament,MEP,Chairman of TASC (Think Tank for Action on Social Change),Academia,Think tank,no,1,http://www.tasc.ie/about/board.html,,No,,,,Think tank ,,,Raphael,,,,,,
96695,Radvile Morkunaite-Mikuleniene,Lituania,EPP,Homeland Union,European parliament,MEP,Member of the Lithuanian parliament,Public Sector,Elected office,no,1,,,No,,,,Could not find source online but certified by TI-LT,,,TI-LT,,,,,,
96773,Rafal Trzaskowski,Poland,EPP,Civic Platform,European parliament,MEP,Member of the Polish parliament,Public Sector,Elected office,no,1,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=407,,No,,,,,,,Raphael,,,,,,
96757,Raffaele Baldassarre,Italy,EPP,Forza italia ,European parliament,MEP,Lawyer,Private Sector,Law firm,no,1,https://it.wikipedia.org/wiki/Raffaele_Baldassarre,,No,,,,,,,Raphael,,,,,,
4328,Raimon Obiols,Spain,S&D,Socialist Workers' Party,European parliament,MEP,Retired,Other,Retired / Deceased,no,1,https://ca.wikipedia.org/wiki/Raimon_Obiols_i_Germ%C3%A0,,No,,,PSOE,,,,Raphael,,,,,,
39714,Rares-Lucian Niculescu,Romania,EPP,Democratic Liberal Party,European parliament,MEP,No information available,Unknown,Unknown,Unknown,1,,,No,,,,Confirm,,,Raphael,,,,,,
28409,Raül Romeva I Rueda,Spain,Greens/EFA,The Left,European parliament,MEP,"Minister for Foreign Affairs, Institutional Relations & Transparency of the Catalan Government.",Public Sector,Elected office,no,1,https://goo.gl/dPBGmK,,No,,,,,,,Raphael,,,,,,
112620,Rebecca Taylor,United Kingdom,ALDE,Liberal Democrats,European parliament,MEP,No information available,Unknown,Unknown,Unknown,1,,,No,,,LibDem,,,,Raphael,,,,,,
5956,Regina Bastos,Portugal,EPP,Social Democratic Party,European parliament,MEP,"Member of the National Assembly of Portugal, President of the Commission for European Affairs",Public Sector,Elected office,no,1,https://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=2106,,No,,,,,,,Raphael,,,,,,
1122,Ria Oomen-Ruijten,Netherlands,EPP,Christian Democratic Appeal,European parliament,MEP,Senator,Public Sector,Elected office,no,1,https://www.eerstekamer.nl/persoon/m_g_h_c_oomen_ruijten_cda,,No,,,CDA,,,,Raphael,,,,,,
96987,Ricardo Cortés Lastra,Spain,S&D,Socialist Workers' Party,European parliament,MEP,Member of the Spanish parliament,Public Sector,Elected office,no,1,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=353&idLegislatura=12,,No,,,PSOE,,,,Raphael,,,,,,
23840,Richard Falbr,Czech Republic,S&D,Social Democratic Party,European parliament,MEP,Retired,Other,Retired / Deceased,no,1,https://cs.wikipedia.org/wiki/Richard_Falbr,,No,,,,,,,Raphael,,,,,,
28252,Richard Seeber,Austria,EPP,Austrian People's Party,European parliament,MEP,Representative of the Tirol region in Brussels,Public Sector,Public Sector,yes,1,https://www.tirol.gv.at/tirol-europa/tirolereuropapolitik/tirol-buero-bruessel/,,No,,,OVP,,,,TI-AT,,,,,,
96685,Riikka Pakarinen,Finland,ALDE,Centre Party ,European parliament,MEP,Manager of government relations and bioeconomy,Private Sector,Business association,yes ,1,https://fi.wikipedia.org/wiki/Riikka_Pakarinen,,Yes,,,,As a lobbyist or a wood-chuck?,,Lobbyist and registered in the Transparency Register,Raphael ,,,,,,
96916,Rita Borsellino,Italy,S&D,Democratic Party,European parliament,MEP,President of Libers (anti/mafia association); Chairman of Piera Cutino association; President of the Study Centre Paolo Borselini,NGO,NGO,no,3,https://centropaoloborsellino.com/lo-statuto/,,No,,,PD,,,,Raphael,,,,,,
96717,Robert Dušek,Czech Republic,S&D,Social Democratic Party,European parliament,MEP,No information available; Suspending from party for fraud,Unknown,Unknown,Unknown,1,https://cs.wikipedia.org/wiki/Robert_Du%C5%A1ek,,No,,,,,,,Raphael,,,,,,
4429,Robert Goebbels,Luxembourg,S&D,Socialist Workers' Party,European parliament,MEP,Governor for Luxembourg for the ASIA-Europe Foundation,NGO,NGO,no,1,,,No,,,,,,,TI-HU,,,,,,
2037,Robert Sturdy,United Kingdom,ECR,Conservative Party,European parliament,MEP,No information available,Unknown,Unknown,Unknown,1,https://en.wikipedia.org/wiki/Robert_Sturdy,,No,,,,,,,Raphael,,,,,,
1941,Roberta Angelilli,Italy,EPP,New Centre Right ,European parliament,MEP,No information available,Unknown,Unknown,Unknown,1,http://www.nuovocentrodestra.it/coordinatori-regionali-e-di-grandi-citta/,,No,,,NCD,No longer a regional coordinator. Is active in the no campaign for the referendum on the reform of the state ,,,Raphael,,,,,,
125380,Roberto Dietrich,Romania,ALDE,National Liberal Party,European parliament,MEP,No information available,Unknown,Unknown,Unknown,1,,,No,,,PNL,Confirm,,,Raphael,,,,,,
4482,Rodi Kratsa-Tsagaropoulou,Greece,EPP,New Democracy,European parliament,MEP,President of the Konstantinos Karamanlis Institute for Democracy,Academia,Think tank,no,1,https://www.linkedin.com/in/rodikratsa,,No,,,ND,,,,Raphael ,,,,,,
28291,Romana Jordan,Slovenia,EPP,Democratic Party,European parliament,MEP,Chair of the administrative board of EU agency of the cooperation of energy regulators,Public Sector,Public Sector,no,4,http://www.acer.europa.eu/Media/News/Pages/New-Chair-of-ACER-Administrative-Board.aspx,,No,,,,,,,TI-SI,,,,,,
96886,Rosario Crocetta,Italy,S&D,Democratic Party,European parliament,MEP,President of Sicily,Public Sector,Elected office,no,1,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_IlPresidente,,No,,,PD,,,,Raphael,,,,,,
38595,Rovana Plumb,Romania,S&D,Social Democratic Party,European parliament,MEP,Member of the Romanian parliament; Vice-President of the national council of PSD,Public Sector,Elected office,no,2,http://www.cdep.ro/pls/parlam/structura.mp?idm=290&leg=2012&cam=2,,No,,,,,,http://psd.ro/oameni/rovana-plumb,Raphael,,,,,,
96821,Rui Tavares,Portugal,Greens/EFA,Left Bloc,European parliament,MEP,Visiting scholar at the Univeristy of New York,Academia,University,no,1,https://www.facebook.com/tavaresrui/about?section=education&pnref=about,,No,,,BE,,,,Raphael,,,,,,
38609,Rumiana Jeleva,Bulgaria,EPP,Citizens for European Development of Bulgaria,European parliament,MEP,Member of the Wilfried Martens Centre,Academia,Think tank,no,1,http://www.martenscentre.eu/people/rumiana-jeleva,,Yes,,,,,,,TI-BG,,,,,,
96741,Sabine Wils,Germany,GUE/NGL,The Left,European parliament,MEP,Spokesperson for Die Linke,Public Sector,Political party,no,1,https://www.die-linke.de/partei/organe/parteivorstand/parteivorstaende-archiv/parteivorstand-2012-2014/mitglieder/wils-sabine/,,No,,,,,,,TI-DE,,,,,,
25718,Saïd El Khadraoui,Belgium,S&D,Socialist Party,European parliament,MEP,Adviser at the European Political Strategy Centre of the European Commission,Public Sector,Public Sector,no,1,https://ec.europa.eu/epsc/team/sa%C3%AFd-el-khadraoui_en,,No,,,,,,,Raphael,,,,,,
1665,Salvador Garriga Polledo,Spain,EPP,People's Party,European parliament,MEP,No information available,Unknown,Unknown,Unknown,1,https://ca.wikipedia.org/wiki/Salvador_Garriga_Polledo,,No,,,PP,Confirmed,,,Raphael,,,,,,
111018,Salvador Sedó I Alabart,Spain,EPP,Coalition for Europe ( Democratic Union of Catalonia),European parliament,MEP,Senator ,Public Sector,Elected office,no,1,http://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?lang=en&id1=16125&legis=10,,No,,,,,,,Raphael,,,,,,
96866,Salvatore Caronna,Italy,S&D,Democratic Party,European parliament,MEP,No information available,Unknown,Unknown,Unknown,1,,,No,,,Democratic Party,,,,Raphael,,,,,,
96818,Salvatore Iacolino,Italy,EPP,Forza Italia,European parliament,MEP,No information available,Unknown,Unknown,Unknown,1,,,No,,,FI,Still politcally active but does not hold any Public sector,,,Raphael,,,,,,
1945,Salvatore Tatarella,Italy,EPP,The People of Freedom,European parliament,MEP,Director and founding Member of the Giuseppe Tatarella Foundation,Academia,Think tank,no,1,http://www.fondazionegiuseppetatarella.it/la-fondazione/,,No,,,,Note: website being revamped. Most current info on foundation's facebook page.,,,Raphael,,,,,,
119441,Sandra Petrovic Jakovina,Croatia,S&D,Social Democratic Party,European parliament,MEP,Lawyer,Private Sector,Law firm,no,1,https://goo.gl/Z3OTMW,,No,,,,,,,Raphael,,,,,,
96738,Sandrine Bélier,France,Greens/EFA,Europe Ecology,European parliament,MEP,Independent consultant on public affairs; Director of the association Humity and Biodiversity ,Private Sector,Consultancy,no,2,https://www.linkedin.com/in/sandrinebelier2014,,No,,,,Consulting or NGO? ,,,TI-FR,,,,,,
96682,Sari Essayah,Finland,EPP,Christian Democrats,European parliament,MEP,Member of the Finish parliament ,Public Sector,Elected office,no,1,https://www.eduskunta.fi/EN/kansanedustajat/Pages/778.aspx,,No,,,,,,,Raphael ,,,,,,
28321,Satu Hassi,Finland,Greens/EFA,Green League,European parliament,MEP, Member of the Finish parliament ; Chair of the Committee on Environment,Public Sector,Elected office,no,1,https://www.eduskunta.fi/EN/kansanedustajat/Pages/363.aspx,,No,,,,,,,Raphael,,,,,,
39722,Sebastian Valentin Bodu,Romania,EPP,Democratic Liberal Party,European parliament,MEP,No information available,Unknown,Unknown,Unknown,1,,,No,,,,"Sounds strange, he is very young and high profile politician ",,,Raphael,,,,,,
23873,Sergej Kozlík,Slovakia,ALDE,People's Party–Movement for a Democratic Slovakia,European parliament,MEP,President of Democratic Slovakia (political party),Public Sector,Political party,no,1,http://www.sdska.sk/vedenie/,,No,,,,,,,Raphael,,,,,,
4746,Sergio Berlato,Italy,EPP,Forza italia ,European parliament,MEP,Member of the regional council of Venice,Public Sector,Elected office,no,1,http://www.sergioberlato.it/profilo.asp,,No,,,,Confirmed,,,Raphael,,,,,,
96755,Sergio Paolo Francesco Silvestris,Italy,EPP,The People of Freedom,European parliament,MEP,No information available,Unknown,Unknown,Unknown,1,,,No,,,,,,,Raphael,,,,,,
33570,Sharon Bowles,United Kingdom,ALDE,Liberal Democrats,European parliament,MEP,Employee at the London Stock Exchange Group plc; Member of the prime collaterised securities Initiative,Private Sector,Company and Group,yes ,1,https://corporateeurope.org/revolvingdoorwatch/cases/sharon-bowles,,Yes,,,LibDem,,,,Raphael,,,,,,
96782,Sidonia Elzbieta Jedrzejewska,Poland,EPP,Civic Platform,European parliament,MEP,No information available,Unknown,Unknown,Unknown,1,,,No,,,PO,Confirm,,,Raphael,,,,,,
26829,Siiri Oviir,Estonia,ALDE,Centre Party ,European parliament,MEP,Chairman of the Board of Governors of the University of Tallinn; Board Member of the West Tallinn hospital ,Academia,University,no,2,https://et.wikipedia.org/wiki/Siiri_Oviir,,No,,,,,,,Raphael,,,,,,
28241,Silvana Koch-Mehrin,Germany,ALDE,Free Democratic Party,European parliament,MEP,Senior policy adviser at Gplus Europe.; Founder of Women in parliaments Global Forum,Private Sector,Consultancy,yes ,2,https://corporateeurope.org/revolvingdoorwatch/cases/silvana-koch-mehrin http://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=419508817229-68,,Yes,,,,,,,TI-DE ,,,,,,
36281,Silvia-Adriana Ticau,Romania,S&D,Social Democratic Party,European parliament,MEP,No information available,Unknown,Unknown,Unknown,1,,,No,,,,Confirm,,,Raphael,,,,,,
28120,Simon Busuttil,Malta,EPP,Nationalist Party ,European parliament,MEP,Leader of the opposition; Head of the nationalist party,Public Sector,Political party,no,1,http://www.pn.org.mt/,,No,,,,,,,Raphael,,,,,,
2155,Sir Graham Watson,United Kingdom,ALDE,Liberal Democrats ,European parliament,MEP,Founder and managing director of Bagehot Ltd. ,Private Sector,Consultancy,yes ,4,https://corporateeurope.org/revolvingdoorwatch/cases/graham-watson ,,Yes,,,LibDem,,,http://www.bagehotlimited.com/,Raphael,,,,,,
4537,Sir Robert Atkins,United Kingdom,ECR,Conservative Party,European parliament,MEP,President of Preston Conservative Association ,NGO,NGO,no,1,,,No,,,,,,,Raphael ,,,,,,
38610,Slavi Binev,Bulgaria,NI,Attack,European parliament,MEP,Member of Bulgarian parliament ,Public Sector,Elected office,no,1,http://www.parliament.bg/en/MP/2424,,No,,,,,,,TI-BG,,,,,,
96794,Sławomir Nitras,Poland,EPP,Civic Platform,European parliament,MEP,Member of the Polish parliament,Public Sector,Elected office,no,1,http://www.sejm.gov.pl/sejm8.nsf/posel.xsp?id=274,,No,,,,,,,Raphael,,,,,,
97086,Sonia Alfano,Italy,ALDE,Italy of Values,European parliament,MEP,No information available,Unknown,Unknown,Unknown,1,,,No,,,IdV,This Commission no longer exist. ,,,Raphael,,,,,,
96862,Sophie Auconie,France,EPP,Union for a Popular Movement,European parliament,MEP,Consultant in public affairs; Governor at World Water Council ,Private Sector,Consultancy,yes ,1,http://www.lanouvellerepublique.fr/Indre-et-Loire/Actualite/Politique/n/Contenus/Articles/2016/09/21/Sophie-Auconie-s-impose-2845975,,No,,,UMP,Created her own Consultancy on EU funding according to this interview ,,,TI-FR,,,,,,
