ID,Name,Country,Political_group,Party,Institution,Previous_position,New_position,category_new_position,category_bar,brussel_lobbying,total_activities,Link_source,Link_profile,on_JTR,Link_picture,Comments,group2,Description,Paid_unpaid,Answers,Certified,Date of Commission authorisation,Based on advice from Ad hoc Ethical Committee?,Link to authorisation in College of Commissioners' minutes,"Link to Commission authorisation documents, released under freedom of information rules. Click on the links to read the documents",Link Transparency register,Number of activities 
28153,Britta Thomsen,Denmark,S&D,Social Democrats,European parliament,MEP,Owner of Britta Thomsen Consulting; Adjunct professor at Copenhagen Business School (CBS),Private Sector,Consultancy,no,2,https://www.linkedin.com/in/brittathomsendk,,No,,,,,,,Raphael,,,,,,
96683,Carl Haglund,Finland,ALDE,Swedish People's Party,European parliament,MEP,CEO of Kaidi New Energy Finland; Vice-President Europe Strategy for worldyide Kaidi group; Board Member of Milton; ,Private Sector,Company and Group,yes ,2,https://corporateeurope.org/revolvingdoorwatch/cases/carl-haglund,,Yes,,,,,,https://goo.gl/4XwlLA,Raphael ,,,,,,
28139,Carl Schlyter,Sweden,Greens/EFA,Green Party,European parliament,MEP,Member of the Swedish parliament,Public Sector,Elected office,no,1,https://www.riksdagen.se/sv/ledamoter-partier/ledamot/carl-schlyter_46eb7b79-60e3-4bcc-9077-dbd9091aa54d,,No,,,,,,,Raphael,,,,,,
988,Carlo Casini,Italy,EPP,Christian Democracy,European parliament,MEP,Retired,Other,Retired / Deceased,no,1,https://it.wikipedia.org/wiki/Carlo_Casini,,No,,,CD,,,,Raphael ,,,,,,
96810,Carlo Fidanza,Italy,EPP,The people of freedom,European parliament,MEP,"Commissioner at the ""In Liguria"" tourism agency ",Public Sector,Public Sector,no,1,https://goo.gl/orQY6k,,No,,,,,,,Raphael,,,,,,
1993,Carmen Fraga Estévez,Spain,EPP,People's Party,European parliament,MEP,No information available,Unknown,Unknown,Unknown,1,https://es.wikipedia.org/wiki/Carmen_Fraga_Est%C3%A9vez,,No,,,PP,,,,Raphael,,,,,,
96990,Carmen Romero López,Spain,S&D,Socialist Workers' Party,European parliament,MEP,Retired,Other,Retired / Deceased,no,1,,,No,,,PSOE,,,,Raphael,,,,,,
4524,Caroline Lucas,United Kingdom,Greens/EFA,Green Party,European parliament,MEP,MP of the Britsh parliament,Public Sector,Elected office,no,1,https://www.parliament.uk/biogRaphaelies/commons/caroline-lucas/3930,,No,,,,,,,Raphael,,,,,,
96745,Catherine Grèze,France,Greens/EFA,Europe Ecology,European parliament,MEP,Member of the Executive Committee of the European Federation of Green Parties,Public Sector,Political party,no,1,,,No,,,,Unclear if these are jobs,,,TI-FR,,,,,,
97294,Catherine Soullie,France,EPP,Union for a Popular Movement,European parliament,MEP,No information available,Unknown,Unknown,Unknown,1,,,No,,,UMP,,,,TI-FR,,,,,,
1129,Catherine Trautmann,France,S&D,Socialist Party,European parliament,MEP,European Coordinator for the North Sea-Baltic TEN-T Corridor ,Public Sector,Public Sector,no,1,https://ec.europa.eu/transport/themes/infrastructure/ten-t-guidelines/european-coordinators_en,,No,,,PS,,,,TI-FR,,,,,,
99419,Charalampos Angourakis,Greece,GUE/NGL,Communist Party,European parliament,MEP,Deceased in 2014,Other,Retired / Deceased,no,1,https://en.wikipedia.org/wiki/Babis_ANGOsurakis,,No,,,KKE,,,,Raphael,,,,,,
4554,Chris Davies,United Kingdom,ALDE,Liberal Democrats,European parliament,MEP,Owner of Chris Davies Ltd,Private Sector,Consultancy,yes ,1,https://corporateeurope.org/revolvingdoorwatch/cases/chris-davies ,,Yes,,,LibDem,,,,Raphael,,,,,,
1929,Christa Klass,Germany,EPP,Christian Democratic Union,European parliament,MEP,Member of the Bernkastel-Wittlich district council; Member of the municipal council of Osann-Monzel,Public Sector,Elected office,no,2,https://de.wikipedia.org/wiki/Christa_Kla%C3%9F,,No,,,,,,,TI-DE,,,,,,
96676,Christian Engström,Sweden,Greens/EFA,Pirate Party,European parliament,MEP,No information available,Unknown,Unknown,Unknown,1,,,No,,,,Confirm,,,Raphael,,,,,,
4347,Christine De Veyrac,France,EPP,Union for a Popular Movement,European parliament,MEP,Editorialist at Sud Radio,Private Sector,Media,no,1,https://www.linkedin.com/in/christine-de-veyrac-43a34042,,No,,,UMP,,,,Raphael,,,,,,
97002,Christophe Béchu,France,EPP,Union for a Popular Movement,European parliament,MEP,Mayor of Angers; Senator,Public Sector,Elected office,no,2,https://fr.wikipedia.org/wiki/Christophe_B%C3%A9chu,,No,,,UMP,,,,TI-FR,,,,,,
97007,Chrysoula Paliadeli,Greece,S&D,Socialist Movement,European parliament,MEP,Archaeology Professor at the Aristotle University of Thessaloniki,Academia,University,no,1,http://www.global-politics.org/about-us/advisory-board/index.html,,Yes,,,,,,,Raphael,,,,,,
118860,Claudette Abela Baldacchino,Malta,S&D,Labour Party,European parliament,MEP,President of Nisa Laburisti (Wman's rights pressure group),Public Sector,Political party,no,1,http://www.nisalaburisti.org/executive.html,,No,,,,,,,Raphael,,,,,,
97280,Claudio Morganti,Italy,EFDD,Lega Nord,European parliament,MEP,Area manager at Uniposte (commercial post and banking company),Private Sector,Company and Group,no,1,https://www.linkedin.com/in/claudiomorganti,,No,,,,,,,Raphael ,,,,,,
122404,Claus Larsen-Jensen,Denmark,S&D,Social Democrats,European parliament,MEP,Director of the Forum for International Cooperation,NGO,NGO,no,1,https://en.fic.dk/daily-management/,,No,,,,Looks more like a NGO/Consultancy ,,Check again with Daniel ,Raphael,,,,,,
4462,Clemente Mastella,Italy,EPP,Forza Italia ,European parliament,MEP,Mayor of Benevento,Public Sector,Elected office,no,1,https://goo.gl/jRzh2V,,No,,,,,,,Raphael ,,,,,,
28167,Corien Wortmann-Kool,Netherlands,EPP,Christian Democratic Appeal,European parliament,MEP,Supervisory board member of Aegon NV; Supervisory board member of ABP; Supervisory board member of Kadaster; Vice-President of the EPP party; Member of the Dutch Central Bureau of Statistics; Board member for Save the Children NL,Private Sector,Company and Group,yes ,4,https://corporateeurope.org/revolvingdoorwatch/cases/corien-wortmann-kool,,Yes,,,CDA,,,,Raphael,,,,,,
97076,Corinne Lepage,France,ALDE,Democratic Movement,European parliament,MEP,Lawyer,Private Sector,Law firm,no,1,https://fr.wikipedia.org/wiki/Corinne_Lepage,,No,,,MoDem,,,,TI-FR,,,,,,
96845,Corneliu Vadim Tudor,Romania,NI,Greater Romania Party,European parliament,MEP,Deceased in 2015,Other,Retired / Deceased,no,1,https://en.wikipedia.org/wiki/Corneliu_Vadim_Tudor,,No,,,PRM,,,,Raphael,,,,,,
97199,Crescenzio Rivellini,Italy,EPP,Forza Italia,European parliament,MEP,No information available,Unknown,Unknown,Unknown,1,https://it.wikipedia.org/wiki/Enzo_Rivellini,,No,,,FI,,,,Raphael,,,,,,
1073,Cristiana Muscardini,Italy,EPP,The people of freedom ,European parliament,MEP,Self-employed consultant on public policies,Private Sector,Consultancy,no,1,https://www.loccidentale.it/articoli/143199/referendum-donne-per-il-no-giovedi-a-roma,,No,,,,"Check this - this doesn't seem to be active. Ms. Muscardini is active President of the COmmitte for the no but there is no website, only news articles ",,,Raphael,,,,,,
4326,Cristina Gutiérrez-Cortines,Spain,EPP,People's Party,European parliament,MEP,Vice-President of the Ars Civilis Foundation; Professor of History of Arts at the Murcia University,NGO,NGO,no,2,http://www.arscivilis.org/en/quienes-somos/,,No,,,PP,,,,Raphael,,,,,,
23819,Csaba Ory,Hungary,EPP,Fidesz–Hungarian Civic Union,European parliament,MEP,Ambassador to Vietnam,Public Sector,Public Sector,no,1,http://hanoi.kormany.hu/nagykoveti-koszonto,,No,,,,According to TI-HU: Ambassador in Vietnam but official website of the embassy states anOthers person,,,Raphael,,,,,,
23808,Csaba Sándor Tabajdi,Hungary,S&D,Socialist Party,European parliament,MEP,No information available,Unknown,Unknown,Unknown,1,,,No,,,,Unkown ,,,TI-HU,,,,,,
96855,Csanád Szegedi,Hungary,NI,Jobbik–The Movement for a Better Hungary,European parliament,MEP,No information available; Resigned from political posts and moved to Israel for religious reasons ,Unknown,Unknown,Unknown,1,http://www.tabletmag.com/scroll/200877/from-anti-semite-to-jew,,No,,,,Unkown ,,No he is 34 years and has stated that he wants to get involved organisation fighting anti-semitism and perhaps entering Israeli politics,TI-HU,,,,,,
1183,Dagmar Roth-Behrendt,Germany,S&D,Social Democratic Party,European parliament,MEP,Special advisor to Commissioner Andriukaitis (DG SANTE) ,Public Sector,Public Sector,no,1,http://ec.europa.eu/civil_service/about/who/sa_en.htm,,No,,,SPD,,,,Raphael,,,,,,
117119,Dan Dumitru Zamfirescu,Romania,NI,Greater Romania Party,European parliament,MEP,Retired,Other,Retired / Deceased,no,1,https://ro.wikipedia.org/wiki/Dan_Zamfirescu_(politician),,No,,,PRM,Confirm,,,Raphael,,,,,,
28156,Dan Jørgensen,Denmark,S&D,Social Democrats,European parliament,MEP,Lecturer at the Danish Institute for Study Abroad,Academia,University,no,1,https://da.wikipedia.org/wiki/Dan_J%C3%B8rgensen,,No,,,,,,,Raphael,,,,,,
1934,Daniel Cohn-Bendit,France,Greens/EFA,Europe Ecology,European parliament,MEP,Writer/Moderator,Private Sector,Media,no,1,,,No,,,,,,,TI-FR,,,,,,
96946,Daniël Van Der Stoep,Netherlands,NI,Party for Freedom ,European parliament,MEP,No information available,Unknown,Unknown,Unknown,1,https://nl.wikipedia.org/wiki/Dani%C3%ABl_van_der_Stoep,,No,,,PVV,Was sentenced to prison in December 2015. Should no longer be in prison ,,,Raphael,,,,,,
96865,Debora Serracchiani,Italy,S&D,Democratic Party,European parliament,MEP,President of Friuli-Venezia Giulia region,Public Sector,Elected office,no,1,http://www.presidente.regione.fvg.it/debora/serracchiani/,,No,,,PD,,,,Raphael,,,,,,
28493,Derek Roland Clark,United Kingdom,EFDD,UK Independence Party,European parliament,MEP,Retired,Other,Retired / Deceased,no,1,https://en.wikipedia.org/wiki/Derek_Clark,,No,,,UKIP,Born in 1933. Most likely retired ,,,Raphael ,,,,,,
97133,Derk Jan Eppink,Belgium,ECR,"List Dedecker / Libertarian, Direct, Democratic",European parliament,MEP,Senior Fellow at the London Center for Policy Research,Academia,Think tank,no,1,http://www.djeppink.eu/,,No,,,,London Center for Policy Research is active in lobbying efforts  in the US Congress ,,,Raphael ,,,,,,
4544,Diana Wallis,United Kingdom,ALDE,Liberal Democrats,European parliament,MEP,President of the European Law Institute; Member of the board of directors of the International Mediation Institute,Private Sector,Law firm,yes ,2,http://www.europeanlawinstitute.eu/about-eli/,,Yes,,,LibDem,,,,Raphael,,,,,,
34254,Dimitar Stoyanov,Bulgaria,NI,Attack,European parliament,MEP,Chairman of the National democratic party,Public Sector,Political party,no,1,,,No,,,,No link,,,TI-BG,,,,,,
107977,Dimitrios Droutsas,Greece,S&D,Panhellenic Socialist movement,European parliament,MEP,No information available,Unknown,Unknown,Unknown,1,,,No,,,PASOK,Check TI-GR ? Strange that this guy is up to nothing ,,,Raphael,,,,,,
96977,Diogo Feio,Portugal,EPP,Democratic and Social Centre–People's Party,European parliament,MEP,Partner at SERVULO law firm; Lecturer at the Faculty of Law of the University of Porto; Lecturer at the Oporto Business School ,Private Sector,Law firm,no,3,https://www.servulo.com/en/team/partners/Diogo-Feio/3593/,,No,,,,,,,Raphael,,,,,,
4243,Dirk Sterckx,Belgium,ALDE,Open Flemish Liberals and Democrats,European parliament,MEP,Member of the supervisory board of the SNCB; Director of the Audit Committee of the SNCB,Public Sector,Public Sector,no,2,http://www.etaamb.be/fr/arrete-royal-du-14-octobre-2013_n2013014609.html,,No,,,,Nomited by royal decree,,,Raphael ,,,,,,
111017,Dolores García-Hierro Caraballo,Spain,S&D,Socialist Workers' Party,European parliament,MEP,No information available,Unknown,Unknown,Unknown,1,https://www.facebook.com/garciahierrocaraballo/about?section=education&pnref=about,,No,,,PSOE,Confirmed,,,Raphael,,,,,,
1759,Dominique Baudis,France,EPP,Union for a Popular Movement,European parliament,MEP,Deceased in 2014,Other,Retired / Deceased,no,1,https://fr.wikipedia.org/wiki/Dominique_Baudis,,No,,,UMP,,,,TI-FR,,,,,,
5737,Dominique Vlasto,France,EPP,Union for a Popular Movement,European parliament,MEP,Councillor to the Mayor of Marseilles,Public Sector,Elected office,no,1,http://mairie.marseille.fr/gouvernement-municipal/elus,,No,,,UMP,,,,Raphael,,,,,,
1191,Doris Pack,Germany,EPP,Christian Democratic Union,European parliament,MEP,Chairwoman of the Advisory Board of A Soul for Europe,NGO,NGO,no,1,http://www.asoulforeurope.eu/about-us/mission-statement,,No,,,,Note: the organisation does state it is a link between civil society and the EP on the issue of culture,,,Raphael,,,,,,
23866,Edit Bauer,Slovakia,EPP,Party of the Hungarian Coalition,European parliament,MEP,Member of the Centre for European Affairs,Academia,Think tank,yes ,1,http://www.europeanaffairs.sk/sk/edit-bauer,,No,,,,Double check because she might no longer be active in the oorganisation ,,,Check,,,,,,
28155,Edit Herczog,Hungary,S&D,Socialist Party,European parliament,MEP,"Founder, owner and managing director of Vision & Values SPRL",Private Sector,Consultancy,yes ,1,http://europe.rd-alliance.org/weaving-internet-of-data-high-level-policy-meeting-speaker-profiles,,No,,,,Vision and Values is a brussels-based Consultancy with large multinational companies as their clients as well institutional clients. Clear CoI here..,,,TI-HU ,,,,,,
28310,Edite Estrela,Portugal,S&D,Socialist Party,European parliament,MEP,Member of the Portuguese parliament ,Public Sector,Elected office,no,1,https://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=162,,No,,,,,,,Raphael,,,,,,
96704,Edvard Kožušník,Czech Republic,ECR,Civic Democratic Party,European parliament,MEP,Managing Partner at Justus Lipsius & Partners; Director at eStat,Private sector,Law firm,yes ,2,https://www.linkedin.com/in/edvardkozusnik,,No,,,,,,,Raphael ,,,,,,
1405,Edward Mcmillan-Scott,United Kingdom,ALDE,Liberal Democrats,European parliament,MEP,Retired,Other,Retired / Deceased,no,1,https://en.wikipedia.org/wiki/Edward_McMillan-Scott,,No,,,LibDem,,,,Raphael,,,,,,
96671,Edward Scicluna,Malta,S&D,Labour Party ,European parliament,MEP,Minister for Finances,Public Sector,Elected office,no,1,https://mfin.gov.mt/en/the-minister/Pages/default.aspx,,No,,,PvDA,,,,Raphael,,,,,,
4260,Eija-Riitta Korhola,Finland,EPP,National Coalition Party,European parliament,MEP,Member of the Steering Committee of ICEF Innovation for Cool Earth Forum; Delegate of the Consultative Commission on Industrial Change (EESC);  Member of the advisory board at Momentum Capital; Board member of CEG ,Private Sector,Business association,yes ,1,https://www.linkedin.com/in/eija-riitta-korhola-phd-60795b74,,Yes,,,,"Not direct lobbying but she's involved in so many ventures that have a key interest in EU regulation, it is hard to believe this is not a revolving door case. ",,,Raphael,,,,,,
96814,Elena Basescu,Romania,EPP,Democratic Liberal Party,European parliament,MEP,"Employee of the Romanian Chamber of Commerce and Industry, department of International Relations ",Private Sector,Business association,yes ,1,https://www.antena3.ro/en/romania/elena-basescu-is-done-babysitting-and-she-took-a-job-with-the-chamber-of-commerce-there-is-the-339333.html,,No,,,,At least this is clearly a lobbying job. No apparent conflict of interest.,,,Check,,,,,,
96702,Elena Oana Antonescu,Romania,EPP,Democratic Liberal Party,European parliament,MEP,Patron for Fair Trials,NGO,NGO,no,1,https://www.fairtrials.org/about-us/our-people/patrons/,,Yes,,,,,,,Raphael,,,,,,
96881,Elie Hoarau,France,GUE/NGL,Communist Party of Réunion,European parliament,MEP,Retired,Other,Retired / Deceased,no,1,,,No,,,PCR,,,,TI-FR,,,,,,
4271,Elisabeth Jeggle,Germany,EPP,Christian Democratic Union,European parliament,MEP,Municipal councillor for Biberach ,Public Sector,Elected office,no,1,https://biberach-riss.de/media/custom/1516_1951_1.Democratic PartyF?1450355323,,No,,,,,,,TI-DE,,,,,,
1933,Elisabeth Schroedter,Germany,Greens/EFA,Alliance '90/The Greens,European parliament,MEP,Retired,Other,Retired / Deceased,no,1,,,No,,,,,,,TI-DE,,,,,,
4541,Elizabeth Lynne,United Kingdom,ALDE,Liberal Democrats,European parliament,MEP,No information available,Unknown,Unknown,Unknown,1,,,No,,,LibDems,Confirm,,,Raphael,,,,,,
112071,Emer Costello,Ireland,S&D,Labour Party,European parliament,MEP,EU and Public policy advisor at Intelligence in Science (ISC),Private Sector,Consultancy,yes ,1,https://goo.gl/d0nntN,,Yes,,,,,,,Raphael,,,,,,
96863,Emil Stoyanov,Bulgaria,EPP,Citizens for European Development of Bulgaria,European parliament,MEP,Owner and Chairman of TV Europa,Private Sector,Media,no,1,http://www.tvevropa.com/bg/about_us/management,,No,,,GERB,,,,TI-BG,,,,,,
96703,Emilie Turunen,Denmark,Greens/EFA,Socialist People's Party,European parliament,MEP,Head of public affairs at Nykredit,Private Sector,Company and Group,yes ,1,https://corporateeurope.org/revolvingdoorwatch/cases/emilie-turunen,,No,,,,,,,Raphael ,,,,,,
4348,Emilio Menéndez Del Valle,Spain,S&D,Socialist Workers' Party,European parliament,MEP,No information available,Unknown,Unknown,Unknown,1,,,No,,,PSOE,Confirmed,,,Raphael,,,,,,
28171,Emine Bozkurt,Netherlands,S&D,Labour Party,European parliament,MEP,Member of board of advisers of Institute for Democracy and Electoral Assistance,Public Sector,Elected office,no,1,https://www.linkedin.com/in/eminebozkurt,,No,,,,IDEA is an intergovernmental organisation. ,,,Raphael,,,,,,
96830,Eniko Gyori,Hungary,EPP,Fidesz–Hungarian Civic Union,European parliament,MEP,Ambassador to Spain,Public Sector,Public Sector,no,1,http://www.mfa.gov.hu/kulkepviselet/ES/es/es_munkatarsak/,,No,,,,,,,TI-HU,,,,,,
113883,Erik Bánki,Hungary,EPP,Fidesz-MPP,European parliament,MEP,Member of the Hungarian parliament,Public Sector,Elected office,no,1,,,No,,,,,,,TI-HU,,,,,,
96817,Erminia Mazzoni,Italy,EPP,New Centre Right ,European parliament,MEP,Deputy mayor of Benevento; Lawyer,Public Sector,Elected office,no,2,https://it.wikipedia.org/wiki/Erminia_Mazzoni,,No,,,,,,,Raphael,,,,,,
96766,Ernst Strasser,Austria,EPP,Austrian People's Party,European parliament,MEP,"Founder of CCE- Consulting, Coaching and Education",Private Sector,Consultancy,no,1,https://lobbypedia.de/wiki/Ernst_Strasser,,No,,,OVP,Got recently released from his electronic tag after having been involved in the cash for amendmends scandal ,,,TI-AT,,,,,,
96953,Estelle Grelier,France,S&D,Socialist Party,European parliament,MEP,Secretary of State for local authorities ,Public Sector,Elected office,no,1,http://www.gouvernement.fr/ministre/estelle-grelier,,No,,,PS,,,,TI-FR,,,,,,
28253,Eva Lichtenberger,Austria,Greens/EFA,The Greens–The Green Alternative,European parliament,MEP,No information available,Unknown,Unknown,Unknown,1,https://www.linkedin.com/in/lichtenberger-eva-ba9443a0,,No,,,,Currently discovering new horizons according to her linked profile. ,,,TI-AT,,,,,,
111019,Eva Ortiz Vilella,Spain,EPP,People's Party,European parliament,MEP,Coordinator at the Partido Popular,Public Sector,Political party,no,1,http://www.elmundo.es/comunidad-valenciana/2015/07/31/55bb5ecf268e3e90798b4585.html,,No,,,,,,,Raphael,,,,,,
28134,Eva-Britt Svensson,Sweden,GUE/NGL,Left Party,European parliament,MEP,Chairman of PRO in the city of Vaxjo,Public Sector,Public Sector,no,1,http://www.pro.se/Distrikt/Kronoberg/Samorganisationer/Vaxjo-Samorganisation/Foreningar/PRO-Vaxjo/Har-hittar-du-oss/Styrelsen4/,,No,,,,,,,Raphael,,,,,,
34231,Evgeni Kirilov,Bulgaria,S&D,Coalition for Bulgaria (Socialist Party),European parliament,MEP,No information available,Unknown,Unknown,Unknown,1,,,No,,,,,,,TI-BG,,,,,,
111026,Ewald Stadler,Austria,NI,Alliance for the Future,European parliament,MEP,Lawyer; National party leader of REKOS,Private Sector,Law firm,no,2,https://en.wikipedia.org/wiki/Ewald_Stadler,,No,,,,,,,TI-AT,,,,,,
118709,Fabrizio Bertot,Italy,EPP,Forza Italia,European parliament,MEP,"Founder and managing director of ""Kian for development and culture"" (Consulting services on EU funding)",Private Sector,Consultancy,yes ,1,http://canavesenews.it/news/rivarolo-canavese-fabrizio-bertot-dalla-politica-canavesana-alla-geopolitica-internazionale/,,No,,,,"As seen in the picture, Mr. Bertot is President of this foundation. A news article state's he is the founder.",,,Raphael,,,,,,
28280,Filip Kaczmarek,Poland,EPP,Civic Platform,European parliament,MEP,No information available,Unknown,Unknown,Unknown,1,,,No,,,PO,Confirm,,,Raphael,,,,,,
28477,Fiona Hall,United Kingdom,ALDE,Liberal Democrats,European parliament,MEP,Senior policy advisor at Rockwool International A/S,Private Sector,Consultancy,yes ,1,https://corporateeurope.org/revolvingdoorwatch/cases/fiona-hall,,Yes,,,LibDem,,,,Raphael,,,,,,
96994,Fiorello Provera,Italy,EFDD,Northern League,European parliament,MEP,No information available,Unknown,Unknown,Unknown,1,,,No,,,,,,,Raphael,,,,,,
96979,Francesca Balzani,Italy,S&D,Democratic Party,European parliament,MEP,councillor at the Municipality of Milan; Deputy Mayor of Milan,Public Sector,Elected office,no,2,http://www.ilgiorno.it/milano/politica/francesca-balzani-1.1631064,,No,,,PD,,,,Raphael,,,,,,
116823,Francesca Barracciu,Italy,S&D,Democratic Party,European parliament,MEP,No information available; Prosecuted for misuse of public funds and resigned as Undersecretary for Cultural Heritage,Unknown,Unknown,Unknown,1,https://it.wikipedia.org/wiki/Francesca_Barracciu,,No,,,,Could not find proof of imrpisonment ,,,Raphael,,,,,,
96887,Francesco De Angelis,Italy,S&D,Democratic Party,European parliament,MEP,President of a public economic industrial development consortium in Frisonone ,Public Sector,Public Sector,no,1,http://www.asifrosinone.com/amministrazione-trasparente/francesco-de-angelis-presidente,,No,,,PD,,,,Raphael,,,,,,
997,Francesco Enrico Speroni,Italy,EFDD,Northern League,European parliament,MEP,No information available,Unknown,Unknown,Unknown,1,https://it.wikipedia.org/wiki/Francesco_Speroni,,No,,,,No longer a MP,,,Raphael,,,,,,
118710,Franco Bonanini,Italy,NI,Democratic Party,European parliament,MEP,Sentenced to 10 years of prison for the mismanagement of public funds in the cinque terra project,Other,Prison,no,1,http://www.cittadellaspezia.com/La-Spezia/Politica/Il-day-after-una-citta-col-fiato-220425.aspx,,No,,,,Appears to have been arrested on the 3rd of November.,,,Raphael,,,,,,
118999,Franco Frigo,Italy,S&D,Democratic Party,European parliament,MEP,Owner of Studio Frigo  ,Private Sector,Self-employed,Unknown,1,https://it.wikipedia.org/wiki/Franco_Frigo,,No,,,,,,,Raphael,,,,,,
96750,François Alfonsi,France,Greens/EFA,Party of the Corsican Nation,European parliament,MEP,President of the European Free Alliance,Public Sector,Political party,no,1,http://www.e-f-a.org/whos-who/president/,,No,,,,,,,Raphael ,,,,,,
28148,Françoise Castex,France,S&D,Socialist Party,European parliament,MEP,No information available,Unknown,Unknown,Unknown,1,,,No,,,,No info available ,,,Raphael ,,,,,,
1956,Frank Vanhecke,Belgium,NI,Flemish Interest ,European parliament,MEP,No information available,Unknown,Unknown,Unknown,1,,,No,,,,,,,Raphael,,,,,,
96662,Franziska Katharina Brantner,Germany,Greens/EFA,Alliance '90/The Greens,European parliament,MEP,Member of the German parliament,Public Sector,Elected office,no,1,http://www.bundestag.de/abgeordnete18/biografien/B/brantner_franziska/259392,,No,,,,,,,Raphael,,,,,,
97125,Frédéric Daerden,Belgium,S&D,Socialist Party,European parliament,MEP,MP of the Belgian federal parliament; Mayor of the ciy of Herstal,Public Sector,Elected office,no,2,https://goo.gl/hPlJ41,,No,,,,,,,Raphael,,,,,,
28463,Frieda Brepoels,Belgium,Greens/EFA,New Flemish Alliance,European parliament,MEP,Mayor of Bilzen ,Public Sector,Elected office,no,1,http://www.bilzen.be/burgemeester,,No,,,,,,,Raphael,,,,,,
28367,Gabriele Albertini,Italy,EPP,Civic Choice,European parliament,MEP,Senator,Public Sector,Elected office,no,1,https://en.wikipedia.org/wiki/Gabriele_Albertini,,No,,,,,,,Raphael,,,,,,
4293,Gabriele Stauner,Germany,EPP,Christian Social Union,European parliament,MEP,Lecturer at the Munich College of politics; Member of the Board of Trustees of the University of Budapest,Academia,University,no,2,http://www.csu-europagruppe.de/seiten/stauner.htm,,No,,,CSU,,,,Raphael,,,,,,
96908,Gaston Franco,France,EPP,Union for a Popular Movement,European parliament,MEP,No information available,Unknown,Unknown,Unknown,1,,,No,,,UMP,,,,Raphael,,,,,,
28112,Gay Mitchell,Ireland,EPP,Fine Gael,European parliament,MEP,Member of the Epilepsy Europe Alliance Task force,NGO,NGO,yes ,1,https://www.epilepsyallianceeurope.org/epilepsy-alliance-europe-task-force/,,Yes,,,,NGO but clearly their concerns lobbying EU institutions ,,,Raphael,,,,,,
96846,George Becali,Romania,NI,Greater Romania Party,European parliament,MEP,President of the council of administration of FC Steaua Bucharest,Private Sector,Company and Group,no,1,https://ro.wikipedia.org/wiki/George_Becali,,No,,,PRM,Is emrboiled in many controversies but does not appear to be engaged in lobbying activities,,,Raphael,,,,,,
96959,George Lyon,United Kingdom,ALDE,Liberal Democrats,European parliament,MEP,sSenior consultant at Hume Brophy ,Private Sector,Business association,yes ,1,https://corporateeurope.org/revolvingdoorwatch/cases/george-lyon,,Yes,,,LibDem,,,,Raphael,,,,,,
96856,George Sabin Cutas,Romania,S&D,Conservative Party,European parliament,MEP,No information available,Unknown,Unknown,Unknown,1,,,No,,,,Confirm,,,Raphael,,,,,,
124646,Georgios Gkikopoulos,Greece,GUE/NGL,Communist Party,European parliament,MEP,No information available,Unknown,Unknown,Unknown,1,,,No,,,KKE,No info ,,,Raphael ,,,,,,
97011,Georgios Koumoutsakos,Greece,EPP,New Democracy ,European parliament,MEP,Spokesman of the Greek parliament; Member of Greek parliament,Public Sector,Elected office,no,1,https://www.linkedin.com/in/georgios-koumoutsakos-40689167,,No,,,ND,,,,Raphael,,,,,,
96900,Georgios Papanikolaou,Greece,EPP,New Democracy,European parliament,MEP,Mayor of Glyfada (suburb of Athens) ,Public Sector,Elected office,no,1,https://goo.gl/UDlSED,,No,,,ND,,,,Raphael,,,,,,
28572,Georgios Papastamkos,Greece,EPP,New Democracy,European parliament,MEP,Retired,Other,Retired / Deceased,no,1,https://goo.gl/46Majm,,No,,,ND,,,,Raphael,,,,,,
97008,Georgios Stavrakakis,Greece,S&D,Socialist Movement,European parliament,MEP,Deceased in February 2015,Other,Retired / Deceased,no,1,https://goo.gl/ffrKRM,,No,,,,,,,Raphael,,,,,,
28584,Georgios Toussas,Greece,GUE/NGL,Communist Party,European parliament,MEP,No information available,Unknown,Unknown,Unknown,1,https://fr.wikipedia.org/wiki/Patrice_Tirolien,,No,,,,No longer a mayor of his home time ,,,TI-FR,,,,,,
96758,Gerald Häfner,Germany,Greens/EFA,Alliance '90/The Greens,European parliament,MEP,Dean of the social sciences section of the Goetheanum library,Academia,University,no,1,http://sozial.goetheanum.org/about-us/structure/,,No,,,,,,,Raphael,,,,,,
96996,Giancarlo Scottà,Italy,EFDD,Lega Nord,European parliament,MEP,High school teacher ,Academia,University,no,1,https://www.linkedin.com/in/giancarlo-scotta-17350088,,No,,,,No longer mayor of Veneto,,,Raphael,,,,,,
36396,Gianluca Susta,Italy,S&D,Democratic Party,European parliament,MEP,Senator,Public Sector,Elected office,no,1,http://www.senato.it/leg/17/BGT/Schede/Attsen/00029187.htm,,No,,,PD,,,,Raphael,,,,,,
4398,Gianni Vattimo,Italy,ALDE,Italy of Values,European parliament,MEP,Philosopher professor at University,Academia,University,no,1,https://en.wikipedia.org/wiki/Gianni_Vattimo,,No,,,,,,,Raphael,,,,,,
2097,Giles Chichester,United Kingdom,ECR,Conservative Party,European parliament,MEP,Retired,Other,Retired / Deceased,no,1,https://en.wikipedia.org/wiki/Giles_Chichester,,No,,,,History: http://www.telegRaphael.co.uk/news/2080844/Giles-Chichester-resigns-as-Tory-leader-in-European-parliament-over-expenses-scandal.html,,,Raphael ,,,,,,
